symbol,option_type,strike_price,expiration_date,last_price_usd,bid_price_usd,ask_price_usd,bid_iv,ask_iv,delta,gamma,theta,vega,open_interest,total traded volume,monetary volume
BTC-2MAR25-82000-C,call,82000.0,2025-03-02,3061.62,2763.9625,3104.1425,0.8,72.69,0.94021,6e-05,-115.17447,4.24037,54.7,2.8,10092.6
BTC-2MAR25-82000-P,put,82000.0,2025-03-02,51.026999999999994,42.5225,68.036,52.39,58.17,-0.05978,6e-05,-50.34439,4.23936,284.5,31.3,4251.42
BTC-2MAR25-83000-C,call,83000.0,2025-03-02,3359.2775,1870.9899999999998,2126.125,0.8,57.18,0.88994,0.00012,-151.97636,6.71392,20.6,0.7,1782.85
BTC-2MAR25-83000-P,put,83000.0,2025-03-02,110.5585,68.036,110.5585,42.35,48.64,-0.11006,0.00012,-86.56941,6.71392,45.1,54.5,26077.23
BTC-2MAR25-83500-C,call,83500.0,2025-03-02,0.0,1360.72,1700.9,0.8,54.66,0.84443,0.00016,-173.13974,8.52579,0.0,0.0,0.0
BTC-2MAR25-83500-P,put,83500.0,2025-03-02,144.57649999999998,102.05399999999999,153.081,38.59,44.45,-0.15557,0.00016,-118.75786,8.52579,11.4,12.5,1281.64
BTC-2MAR25-84000-C,call,84000.0,2025-03-02,850.45,892.9725000000001,1233.1525000000001,0.8,46.23,0.76655,0.00023,-201.79033,10.9282,162.8,153.4,136115.49
BTC-2MAR25-84000-P,put,84000.0,2025-03-02,221.117,161.5855,212.6125,35.1,39.74,-0.23345,0.00023,-181.06849,10.9282,205.4,212.8,150975.52
BTC-2MAR25-84500-C,call,84500.0,2025-03-02,637.8375,637.8375,765.405,26.35,36.08,0.64432,0.0003,-228.3257,13.29702,5.8,5.9,3029.83
BTC-2MAR25-84500-P,put,84500.0,2025-03-02,246.63049999999998,272.144,331.6755,32.39,36.85,-0.35571,0.0003,-228.33143,13.29735,25.9,30.1,14130.65
BTC-2MAR25-85000-C,call,85000.0,2025-03-02,365.69350000000003,382.7025,425.225,28.77,31.76,0.48216,0.00036,-219.54282,14.22501,262.2,335.6,173295.34
BTC-2MAR25-85000-P,put,85000.0,2025-03-02,765.405,467.74749999999995,552.7925,30.78,36.75,-0.51784,0.00036,-219.54282,14.22501,132.1,129.0,113731.99
BTC-2MAR25-85500-C,call,85500.0,2025-03-02,178.59449999999998,195.6035,238.126,29.1,32.47,0.30623,0.00032,-189.68907,12.52462,15.3,15.4,4823.18
BTC-2MAR25-85500-P,put,85500.0,2025-03-02,0.0,552.7925,978.0174999999999,0.8,46.33,-0.69377,0.00032,-189.68907,12.52462,0.0,0.0,0.0
BTC-2MAR25-86000-C,call,86000.0,2025-03-02,85.045,85.045,136.072,29.06,34.53,0.17347,0.00023,-102.37795,9.14954,126.6,168.8,40763.86
BTC-2MAR25-86000-P,put,86000.0,2025-03-02,1700.9,1020.5400000000001,1360.72,0.8,49.5,-0.82653,0.00023,-142.08428,9.14954,39.7,22.8,18941.84
BTC-2MAR25-86500-C,call,86500.0,2025-03-02,68.036,42.5225,76.5405,31.18,36.53,0.09532,0.00014,-51.92686,6.0475,2.2,3.2,247.32
BTC-2MAR25-86500-P,put,86500.0,2025-03-02,0.0,25.513499999999997,4634.9525,0.8,264.63,-0.90468,0.00014,-99.31308,6.0475,0.0,0.0,0.0
BTC-2MAR25-87000-C,call,87000.0,2025-03-02,34.018,25.513499999999997,51.026999999999994,34.44,40.12,0.06049,9e-05,-33.69955,4.27872,220.8,211.8,43758.47
BTC-2MAR25-87000-P,put,87000.0,2025-03-02,1573.3325,1913.5124999999998,2338.7375,0.8,68.17,-0.93968,9e-05,-77.98552,4.26967,1.5,0.2,412.61
BTC-2MAR25-88000-C,call,88000.0,2025-03-02,17.009,8.5045,25.513499999999997,39.47,47.16,0.03157,4e-05,-19.5996,2.53353,74.6,95.8,6644.93
BTC-2MAR25-88000-P,put,88000.0,2025-03-02,9907.7425,212.6125,6250.8075,0.8,314.27,-0.96851,4e-05,-56.94187,2.52826,0.7,0.0,0.0
BTC-2MAR25-89000-C,call,89000.0,2025-03-02,17.009,0.0,17.009,0.8,55.41,0.02199,3e-05,-15.85422,1.87231,43.1,38.1,1601.34
BTC-2MAR25-89000-P,put,89000.0,2025-03-02,4422.34,1063.0625,7356.392499999999,0.8,347.56,-0.97801,3e-05,-51.32437,1.87231,0.2,0.1,439.94
BTC-2MAR25-90000-C,call,90000.0,2025-03-02,8.5045,0.0,8.5045,0.8,60.27,0.00687,1e-05,-4.41125,0.68417,51.9,16.0,426.85
BTC-2MAR25-90000-P,put,90000.0,2025-03-02,0.0,2041.0800000000002,8334.41,0.8,370.4,-0.99313,1e-05,-19.02159,0.68417,0.0,0.0,0.0
BTC-2MAR25-91000-C,call,91000.0,2025-03-02,8.5045,0.0,8.5045,0.8,70.14,0.00186,0.0,-1.07373,0.21137,36.6,24.3,435.22
BTC-2MAR25-91000-P,put,91000.0,2025-03-02,0.0,2976.5750000000003,9354.95,0.8,395.38,-0.99814,0.0,-5.96699,0.21207,0.0,0.0,0.0
BTC-2MAR25-92000-C,call,92000.0,2025-03-02,8.5045,0.0,8.5045,0.8,79.71,0.00042,0.0,-0.21981,0.05388,40.7,22.2,628.9
BTC-2MAR25-92000-P,put,92000.0,2025-03-02,0.0,3954.5924999999997,10375.49,0.8,419.34,-0.99958,0.0,-1.5264,0.05388,0.0,0.0,0.0
BTC-2MAR25-94000-C,call,94000.0,2025-03-02,8.5045,0.0,8.5045,0.8,98.21,6e-05,0.0,-0.02854,0.00815,6.9,1.6,26.15
BTC-2MAR25-94000-P,put,94000.0,2025-03-02,0.0,5910.6275000000005,12459.092499999999,0.8,468.19,-0.99994,0.0,-0.25333,0.00815,0.0,0.0,0.0
BTC-2MAR25-96000-C,call,96000.0,2025-03-02,25.513499999999997,0.0,8.5045,0.8,115.92,0.00013,0.0,-0.09226,0.01866,30.9,0.0,0.0
BTC-2MAR25-96000-P,put,96000.0,2025-03-02,0.0,7824.139999999999,14585.2175,0.8,517.92,-0.99987,0.0,-0.74228,0.01866,0.0,0.0,0.0
BTC-2MAR25-98000-C,call,98000.0,2025-03-02,8.5045,0.0,8.5045,0.8,132.97,3e-05,0.0,-0.01881,0.00427,18.7,0.0,0.0
BTC-2MAR25-98000-P,put,98000.0,2025-03-02,0.0,9780.175000000001,16626.2975,0.8,559.0,-0.99997,0.0,-0.17968,0.00427,0.0,0.0,0.0
BTC-2MAR25-100000-C,call,100000.0,2025-03-02,8.5045,0.0,8.5045,0.8,149.42,2e-05,0.0,-0.01552,0.00324,3.1,0.0,0.0
BTC-2MAR25-100000-P,put,100000.0,2025-03-02,15563.234999999999,14967.919999999998,15265.5775,0.8,236.28,-0.99998,0.0,-0.1527,0.00324,106.0,106.0,1581965.07
BTC-3MAR25-70000-C,call,70000.0,2025-03-03,0.0,12459.092499999999,17604.315,0.8,387.27,0.99584,0.0,-23.55416,0.69933,0.0,0.0,0.0
BTC-3MAR25-70000-P,put,70000.0,2025-03-03,8.5045,0.0,8.5045,0.8,110.99,-0.00416,0.0,-8.34125,0.69933,68.6,62.5,1437.21
BTC-3MAR25-72000-C,call,72000.0,2025-03-03,0.0,10418.012499999999,15733.324999999999,0.8,360.7,0.99181,0.0,-40.35562,1.27511,0.0,0.0,0.0
BTC-3MAR25-72000-P,put,72000.0,2025-03-03,17.009,8.5045,17.009,96.32,104.49,-0.00819,0.0,-16.47013,1.27511,38.5,57.0,1798.05
BTC-3MAR25-74000-C,call,74000.0,2025-03-03,0.0,8291.8875,13777.29,0.8,328.5,0.98756,1e-05,-51.88992,1.83759,0.0,0.0,0.0
BTC-3MAR25-74000-P,put,74000.0,2025-03-03,25.513499999999997,8.5045,25.513499999999997,81.88,94.01,-0.01244,1e-05,-23.33149,1.83759,64.0,84.1,3549.35
BTC-3MAR25-75000-C,call,75000.0,2025-03-03,0.0,7271.347500000001,12841.795,0.8,314.7,0.98348,1e-05,-62.90574,2.34526,0.0,0.0,0.0
BTC-3MAR25-75000-P,put,75000.0,2025-03-03,17.009,17.009,34.018,81.38,89.69,-0.01652,1e-05,-30.38729,2.34526,100.2,92.2,4906.29
BTC-3MAR25-76000-C,call,76000.0,2025-03-03,5485.4025,6208.285,11863.777500000002,0.8,298.35,0.97846,1e-05,-74.21435,2.93891,0.2,0.0,0.0
BTC-3MAR25-76000-P,put,76000.0,2025-03-03,34.018,25.513499999999997,51.026999999999994,78.03,86.92,-0.02154,1e-05,-38.51477,2.93891,62.1,60.4,5945.17
BTC-3MAR25-77000-C,call,77000.0,2025-03-03,8036.7525000000005,5230.2675,10885.76,0.8,281.85,0.97317,1e-05,-82.54917,3.53481,0.1,0.1,802.8
BTC-3MAR25-77000-P,put,77000.0,2025-03-03,59.5315,34.018,51.026999999999994,73.21,78.27,-0.02682,1e-05,-45.61284,3.53442,38.3,14.6,760.33
BTC-3MAR25-78000-C,call,78000.0,2025-03-03,2806.485,4167.205,9950.265000000001,0.8,267.35,0.96377,2e-05,-98.75547,4.53204,0.7,0.0,0.0
BTC-3MAR25-78000-P,put,78000.0,2025-03-03,59.5315,42.5225,68.036,67.42,73.37,-0.03623,2e-05,-59.92161,4.53204,46.9,15.4,1163.45
BTC-3MAR25-79000-C,call,79000.0,2025-03-03,6718.555,5783.06,6165.7625,0.8,84.08,0.94982,3e-05,-119.49882,5.89671,3.1,0.1,676.09
BTC-3MAR25-79000-P,put,79000.0,2025-03-03,119.063,59.5315,93.54950000000001,62.67,68.67,-0.05018,3e-05,-81.0744,5.89671,90.4,41.0,13321.53
BTC-3MAR25-80000-C,call,80000.0,2025-03-03,5060.1775,4890.087500000001,5145.2225,0.8,71.24,0.93146,4e-05,-139.45037,7.53204,9.6,3.2,16080.11
BTC-3MAR25-80000-P,put,80000.0,2025-03-03,93.54950000000001,85.045,119.063,57.86,62.49,-0.06854,4e-05,-106.56126,7.53204,790.2,788.0,473603.53
BTC-3MAR25-81000-C,call,81000.0,2025-03-03,3827.0249999999996,3869.5474999999997,4209.7275,0.8,65.79,0.90229,5e-05,-165.90457,9.83767,18.0,2.1,7999.7
BTC-3MAR25-81000-P,put,81000.0,2025-03-03,187.09900000000002,127.56750000000001,161.5855,53.32,56.81,-0.09771,5e-05,-147.87178,9.83767,39.7,27.1,11548.66
BTC-3MAR25-82000-C,call,82000.0,2025-03-03,3019.0975,2976.5750000000003,3274.2325,30.94,58.41,0.8556,8e-05,-198.15597,12.95868,34.7,6.6,23703.69
BTC-3MAR25-82000-P,put,82000.0,2025-03-03,212.6125,195.6035,229.62150000000003,48.69,51.33,-0.1444,8e-05,-198.15597,12.95868,66.4,66.4,41111.79
BTC-3MAR25-83000-C,call,83000.0,2025-03-03,2296.215,2083.6025,2423.7825000000003,32.81,53.86,0.77839,0.00011,-236.24169,16.95201,27.9,12.2,27678.94
BTC-3MAR25-83000-P,put,83000.0,2025-03-03,408.21599999999995,314.66650000000004,357.18899999999996,44.42,46.93,-0.22161,0.00011,-236.24169,16.95201,80.0,93.1,84906.3
BTC-3MAR25-84000-C,call,84000.0,2025-03-03,1445.765,1403.2425,1530.81,37.55,43.68,0.65887,0.00015,-267.01965,20.91691,43.7,53.2,89701.75
BTC-3MAR25-84000-P,put,84000.0,2025-03-03,595.315,510.27000000000004,595.315,39.93,43.99,-0.34119,0.00015,-267.03577,20.9182,57.7,70.2,82511.54
BTC-3MAR25-85000-C,call,85000.0,2025-03-03,722.8825,807.9275,892.9725000000001,36.76,40.49,0.49433,0.00018,-265.70344,22.74284,34.7,31.6,32580.34
BTC-3MAR25-85000-P,put,85000.0,2025-03-03,1063.0625,892.9725000000001,978.0174999999999,37.88,41.61,-0.50567,0.00018,-265.70344,22.74284,29.6,37.0,38806.36
BTC-3MAR25-86000-C,call,86000.0,2025-03-03,340.18,374.19800000000004,416.72049999999996,34.67,36.79,0.30415,0.00017,-213.59391,19.94578,99.0,78.3,54754.92
BTC-3MAR25-86000-P,put,86000.0,2025-03-03,1785.9450000000002,1360.72,1658.3775,30.87,45.53,-0.69585,0.00017,-213.59391,19.94578,4.5,8.3,13065.19
BTC-3MAR25-87000-C,call,87000.0,2025-03-03,110.5585,136.072,187.09900000000002,33.03,36.77,0.15828,0.00012,-147.50543,13.77432,86.5,282.7,112775.47
BTC-3MAR25-87000-P,put,87000.0,2025-03-03,2763.9625,2126.125,2466.3050000000003,26.62,50.07,-0.84172,0.00012,-147.50543,13.77432,0.3,0.3,782.83
BTC-3MAR25-88000-C,call,88000.0,2025-03-03,51.026999999999994,51.026999999999994,85.045,33.96,38.24,0.06866,7e-05,-60.26287,7.54169,101.7,104.8,26484.64
BTC-3MAR25-88000-P,put,88000.0,2025-03-03,0.0,365.69350000000003,6335.8525,0.8,200.39,-0.93134,7e-05,-80.8281,7.54169,0.0,0.0,0.0
BTC-3MAR25-89000-C,call,89000.0,2025-03-03,42.5225,25.513499999999997,42.5225,37.12,40.73,0.03191,3e-05,-26.27933,4.08206,41.0,49.0,5391.29
BTC-3MAR25-89000-P,put,89000.0,2025-03-03,0.0,1105.585,7356.392499999999,0.8,217.41,-0.96809,3e-05,-46.31096,4.08206,0.0,0.0,0.0
BTC-3MAR25-90000-C,call,90000.0,2025-03-03,25.513499999999997,25.513499999999997,34.018,44.33,46.53,0.02144,2e-05,-18.97703,2.92818,53.5,59.1,4496.4
BTC-3MAR25-90000-P,put,90000.0,2025-03-03,0.0,2041.0800000000002,8376.9325,0.8,233.65,-0.97856,2e-05,-37.67018,2.92818,0.0,0.0,0.0
BTC-3MAR25-92000-C,call,92000.0,2025-03-03,8.5045,0.0,8.5045,0.8,49.95,0.01052,1e-05,-10.3557,1.5886,54.7,68.2,1928.65
BTC-3MAR25-92000-P,put,92000.0,2025-03-03,0.0,3954.5924999999997,10460.535,0.8,266.14,-0.9895,1e-05,-24.68981,1.58583,0.0,0.0,0.0
BTC-3MAR25-94000-C,call,94000.0,2025-03-03,8.5045,0.0,8.5045,0.8,61.54,0.0036,0.0,-3.47469,0.61406,7.1,3.1,34.85
BTC-3MAR25-94000-P,put,94000.0,2025-03-03,0.0,5910.6275000000005,12544.137499999999,0.8,296.78,-0.9964,0.0,-10.42347,0.61406,0.0,0.0,0.0
BTC-3MAR25-96000-C,call,96000.0,2025-03-03,17.009,0.0,8.5045,0.8,72.63,0.00265,0.0,-2.90131,0.46705,2.4,0.2,3.39
BTC-3MAR25-96000-P,put,96000.0,2025-03-03,0.0,7824.139999999999,14627.739999999998,0.8,325.88,-0.99735,0.0,-9.22279,0.46705,0.0,0.0,0.0
BTC-3MAR25-98000-C,call,98000.0,2025-03-03,17.009,0.0,8.5045,0.8,83.3,0.00161,0.0,-1.86,0.29596,0.1,0.1,1.68
BTC-3MAR25-98000-P,put,98000.0,2025-03-03,0.0,9780.175000000001,16711.342500000002,0.8,353.66,-0.9984,0.0,-6.45107,0.29568,0.0,0.0,0.0
BTC-4MAR25-76000-C,call,76000.0,2025-03-04,0.0,6293.33,12076.39,0.8,244.37,0.95305,2e-05,-106.70967,7.09001,0.0,0.0,0.0
BTC-4MAR25-76000-P,put,76000.0,2025-03-04,102.05399999999999,102.05399999999999,127.56750000000001,77.75,81.35,-0.04695,2e-05,-106.70967,7.09001,11.5,12.5,1229.63
BTC-4MAR25-78000-C,call,78000.0,2025-03-04,0.0,4209.7275,10205.4,0.8,221.16,0.92599,3e-05,-135.41124,10.13075,0.0,0.0,0.0
BTC-4MAR25-78000-P,put,78000.0,2025-03-04,187.09900000000002,153.081,187.09900000000002,68.64,72.03,-0.07401,3e-05,-135.41124,10.13075,4.6,4.6,844.99
BTC-4MAR25-80000-C,call,80000.0,2025-03-04,5357.835,4975.132500000001,5400.3575,37.39,72.91,0.87583,5e-05,-174.7692,14.81356,0.3,0.5,2722.33
BTC-4MAR25-80000-P,put,80000.0,2025-03-04,297.6575,263.6395,297.6575,60.97,63.27,-0.12417,5e-05,-174.7692,14.81356,61.8,65.1,18028.76
BTC-4MAR25-81000-C,call,81000.0,2025-03-04,0.0,4124.6825,4422.34,46.25,64.02,0.83598,6e-05,-197.81046,17.87741,0.0,0.0,0.0
BTC-4MAR25-81000-P,put,81000.0,2025-03-04,340.18,357.18899999999996,391.207,57.44,59.34,-0.16402,6e-05,-197.81046,17.87741,0.3,0.3,102.26
BTC-4MAR25-82000-C,call,82000.0,2025-03-04,0.0,3231.71,3614.4125000000004,43.87,62.28,0.78002,7e-05,-223.59959,21.40597,0.0,0.0,0.0
BTC-4MAR25-82000-P,put,82000.0,2025-03-04,595.315,467.74749999999995,552.7925,52.95,56.93,-0.21998,7e-05,-223.59959,21.40597,7.2,7.3,3906.74
BTC-4MAR25-83000-C,call,83000.0,2025-03-04,2296.215,2466.3050000000003,2806.485,44.35,58.1,0.70722,9e-05,-243.65553,24.85822,0.1,0.1,228.1
BTC-4MAR25-83000-P,put,83000.0,2025-03-04,765.405,680.36,722.8825,50.75,52.46,-0.29278,9e-05,-243.65553,24.85822,3.2,3.2,1974.44
BTC-4MAR25-84000-C,call,84000.0,2025-03-04,1658.3775,1828.4674999999997,1956.0349999999999,45.45,50.06,0.61304,0.00011,-256.4395,27.677,0.1,0.1,164.8
BTC-4MAR25-84000-P,put,84000.0,2025-03-04,1105.585,935.4949999999999,1020.5400000000001,47.15,50.22,-0.38694,0.00011,-256.43547,27.67657,8.3,8.5,8187.33
BTC-4MAR25-85000-C,call,85000.0,2025-03-04,1190.63,1233.1525000000001,1318.1975,43.74,46.69,0.50053,0.00012,-252.32674,28.84266,5.9,6.1,7181.53
BTC-4MAR25-85000-P,put,85000.0,2025-03-04,1445.765,1360.72,1403.2425,46.03,47.5,-0.49947,0.00012,-252.32674,28.84266,7.5,7.9,11005.95
BTC-4MAR25-86000-C,call,86000.0,2025-03-04,765.405,765.405,850.45,42.12,45.22,0.37676,0.00012,-227.62546,27.45525,4.2,4.2,3040.5
BTC-4MAR25-86000-P,put,86000.0,2025-03-04,2168.6475,1828.4674999999997,1998.5575000000001,42.14,48.31,-0.62324,0.00012,-227.62546,27.45525,0.2,0.2,386.04
BTC-4MAR25-87000-C,call,87000.0,2025-03-04,467.74749999999995,425.225,510.27000000000004,40.42,44.05,0.26639,0.0001,-196.85459,23.7438,6.5,8.0,4256.85
BTC-4MAR25-87000-P,put,87000.0,2025-03-04,0.0,2381.26,2763.9625,35.56,51.79,-0.73363,0.0001,-196.83067,23.74281,0.0,0.0,0.0
BTC-4MAR25-88000-C,call,88000.0,2025-03-04,238.126,238.126,280.6485,40.62,42.99,0.17617,8e-05,-155.15419,18.71556,164.3,165.9,60559.99
BTC-4MAR25-88000-P,put,88000.0,2025-03-04,0.0,3146.665,3571.8900000000003,29.83,54.14,-0.82383,8e-05,-155.15419,18.71556,0.0,0.0,0.0
BTC-4MAR25-89000-C,call,89000.0,2025-03-04,119.063,119.063,153.081,40.3,43.04,0.10882,6e-05,-111.83101,13.48968,6.2,7.8,1655.84
BTC-4MAR25-89000-P,put,89000.0,2025-03-04,0.0,1275.675,7611.527499999999,0.8,180.58,-0.89118,6e-05,-111.83101,13.48968,0.0,0.0,0.0
BTC-4MAR25-90000-C,call,90000.0,2025-03-04,76.5405,68.036,85.045,41.81,43.83,0.06273,4e-05,-73.9269,8.91747,2.9,3.1,333.24
BTC-4MAR25-90000-P,put,90000.0,2025-03-04,0.0,2083.6025,8547.022500000001,0.8,190.44,-0.93727,4e-05,-73.9269,8.91747,0.0,0.0,0.0
BTC-4MAR25-92000-C,call,92000.0,2025-03-04,42.5225,25.513499999999997,42.5225,45.76,49.67,0.0228,2e-05,-28.22536,3.91078,7.5,8.9,769.07
BTC-4MAR25-92000-P,put,92000.0,2025-03-04,0.0,3954.5924999999997,10503.057499999999,0.8,211.53,-0.9772,2e-05,-34.36991,3.91078,0.0,0.0,0.0
BTC-4MAR25-94000-C,call,94000.0,2025-03-04,17.009,8.5045,17.009,48.52,52.91,0.00968,1e-05,-11.76203,1.87209,5.5,5.6,137.35
BTC-4MAR25-94000-P,put,94000.0,2025-03-04,0.0,5868.1050000000005,12544.137499999999,0.8,234.13,-0.99032,1e-05,-17.86264,1.87209,0.0,0.0,0.0
BTC-4MAR25-96000-C,call,96000.0,2025-03-04,8.5045,0.0,17.009,0.8,62.26,0.00966,1e-05,-14.10799,1.86918,1.0,1.0,8.46
BTC-4MAR25-96000-P,put,96000.0,2025-03-04,0.0,7824.139999999999,14712.784999999998,0.8,260.34,-0.99034,1e-05,-21.49234,1.86918,0.0,0.0,0.0
BTC-4MAR25-98000-C,call,98000.0,2025-03-04,0.0,0.0,8.5045,0.8,65.67,0.00674,0.0,-10.47906,1.3625,0.0,0.0,0.0
BTC-4MAR25-98000-P,put,98000.0,2025-03-04,0.0,9737.6525,16711.342500000002,0.8,279.0,-0.99327,0.0,-17.31021,1.36157,0.0,0.0,0.0
BTC-4MAR25-100000-C,call,100000.0,2025-03-04,0.0,0.0,8.5045,0.8,73.8,0.00361,0.0,-5.55329,0.78061,0.0,0.0,0.0
BTC-4MAR25-100000-P,put,100000.0,2025-03-04,0.0,11693.687500000002,18794.945,0.8,300.09,-0.99639,0.0,-10.42041,0.78061,0.0,0.0,0.0
BTC-7MAR25-70000-C,call,70000.0,2025-03-07,15520.7125,12501.615,17987.017499999998,0.8,221.85,0.96768,1e-05,-58.78172,7.64538,0.1,0.1,1557.82
BTC-7MAR25-70000-P,put,70000.0,2025-03-07,110.5585,102.05399999999999,136.072,84.24,88.74,-0.03232,1e-05,-58.77686,7.64481,891.4,111.6,16208.01
BTC-7MAR25-75000-C,call,75000.0,2025-03-07,0.0,7356.392499999999,13352.065,0.8,184.83,0.92681,2e-05,-92.53164,14.67849,0.0,0.0,0.0
BTC-7MAR25-75000-P,put,75000.0,2025-03-07,255.13500000000002,229.62150000000003,272.144,69.43,72.35,-0.07319,2e-05,-92.53164,14.67849,809.1,217.8,78723.01
BTC-7MAR25-76000-C,call,76000.0,2025-03-07,0.0,6378.375,12416.57,0.8,176.84,0.91225,2e-05,-101.78724,16.83581,0.0,0.0,0.0
BTC-7MAR25-76000-P,put,76000.0,2025-03-07,331.6755,280.6485,314.66650000000004,66.92,68.96,-0.08777,2e-05,-101.79782,16.83755,94.2,21.9,6264.65
BTC-7MAR25-78000-C,call,78000.0,2025-03-07,7016.212500000001,4422.34,10588.102499999999,0.8,161.63,0.87017,3e-05,-124.84191,22.32796,1.5,0.4,2782.54
BTC-7MAR25-78000-P,put,78000.0,2025-03-07,510.27000000000004,425.225,467.74749999999995,62.03,63.94,-0.12983,3e-05,-124.84191,22.32796,316.2,40.4,20944.29
BTC-7MAR25-79000-C,call,79000.0,2025-03-07,6505.9425,6335.8525,6590.9875,53.28,63.64,0.84187,4e-05,-136.89566,25.50748,18.1,2.0,12973.74
BTC-7MAR25-79000-P,put,79000.0,2025-03-07,467.74749999999995,510.27000000000004,595.315,59.0,62.33,-0.15813,4e-05,-136.89566,25.50748,72.1,23.3,10294.38
BTC-7MAR25-80000-C,call,80000.0,2025-03-07,5698.015,5527.925,5698.015,54.24,60.18,0.80649,4e-05,-149.72776,28.99139,106.8,1.9,11267.18
BTC-7MAR25-80000-P,put,80000.0,2025-03-07,680.36,637.8375,722.8825,56.72,59.66,-0.19351,4e-05,-149.72776,28.99139,1310.4,599.1,539677.8
BTC-7MAR25-81000-C,call,81000.0,2025-03-07,4507.385,4592.43,4932.610000000001,49.21,59.81,0.7622,5e-05,-163.58129,32.67697,19.0,1.7,8248.99
BTC-7MAR25-81000-P,put,81000.0,2025-03-07,892.9725000000001,807.9275,892.9725000000001,54.77,57.38,-0.2378,5e-05,-163.58129,32.67697,22.6,3.5,3489.15
BTC-7MAR25-82000-C,call,82000.0,2025-03-07,3954.5924999999997,3912.0699999999997,4124.6825,50.96,56.86,0.70994,6e-05,-175.66147,36.16624,85.5,0.5,2109.62
BTC-7MAR25-82000-P,put,82000.0,2025-03-07,1190.63,1063.0625,1148.1075,54.01,56.35,-0.28996,6e-05,-175.6385,36.16146,414.2,75.9,76697.21
BTC-7MAR25-83000-C,call,83000.0,2025-03-07,2976.5750000000003,3231.71,3401.8,50.6,54.94,0.65004,7e-05,-184.26035,39.13011,97.2,75.5,224658.94
BTC-7MAR25-83000-P,put,83000.0,2025-03-07,1530.81,1318.1975,1403.2425,51.74,53.91,-0.34998,7e-05,-184.26297,39.13067,108.8,33.9,52239.02
BTC-7MAR25-84000-C,call,84000.0,2025-03-07,2636.395,2636.395,2721.44,50.63,52.69,0.5822,7e-05,-189.72377,41.24928,98.4,54.8,131358.59
BTC-7MAR25-84000-P,put,84000.0,2025-03-07,1828.4674999999997,1658.3775,1785.9450000000002,50.12,53.21,-0.41779,7e-05,-189.72253,41.24901,416.3,98.3,182986.57
BTC-7MAR25-85000-C,call,85000.0,2025-03-07,2211.17,2083.6025,2168.6475,49.9,51.92,0.50928,7e-05,-189.14989,42.13567,632.7,451.9,891815.99
BTC-7MAR25-85000-P,put,85000.0,2025-03-07,2338.7375,2126.125,2211.17,49.86,51.88,-0.49072,7e-05,-189.14989,42.13567,477.8,108.5,246495.1
BTC-7MAR25-86000-C,call,86000.0,2025-03-07,1700.9,1573.3325,1658.3775,48.38,50.43,0.43398,7e-05,-183.3509,41.5689,300.7,209.9,339741.21
BTC-7MAR25-86000-P,put,86000.0,2025-03-07,2976.5750000000003,2593.8725,2763.9625,47.8,51.89,-0.56602,7e-05,-183.3509,41.5689,157.5,17.3,43911.9
BTC-7MAR25-87000-C,call,87000.0,2025-03-07,1148.1075,1190.63,1275.675,48.09,50.24,0.36218,7e-05,-174.69858,39.60709,174.6,60.6,72198.52
BTC-7MAR25-87000-P,put,87000.0,2025-03-07,3359.2775,3231.71,3359.2775,47.98,51.2,-0.63794,7e-05,-174.67627,39.6022,59.8,5.8,17881.94
BTC-7MAR25-88000-C,call,88000.0,2025-03-07,892.9725000000001,850.45,935.4949999999999,47.01,49.37,0.29545,7e-05,-160.89575,36.47791,369.1,351.6,312459.94
BTC-7MAR25-88000-P,put,88000.0,2025-03-07,4082.1600000000003,3827.0249999999996,4124.6825,45.03,53.23,-0.70455,7e-05,-160.89575,36.47791,364.9,12.2,51806.86
BTC-7MAR25-89000-C,call,89000.0,2025-03-07,637.8375,637.8375,722.8825,47.68,50.31,0.23585,6e-05,-143.48603,32.53069,481.4,278.2,186312.88
BTC-7MAR25-89000-P,put,89000.0,2025-03-07,5953.150000000001,4549.9075,4932.610000000001,43.31,55.18,-0.76415,6e-05,-143.48603,32.53069,167.6,0.0,0.0
BTC-7MAR25-90000-C,call,90000.0,2025-03-07,510.27000000000004,425.225,510.27000000000004,46.55,49.67,0.18402,5e-05,-123.97835,28.10793,685.0,84.9,45256.25
BTC-7MAR25-90000-P,put,90000.0,2025-03-07,4932.610000000001,5357.835,5783.06,41.97,57.24,-0.81598,5e-05,-123.97835,28.10793,302.7,0.9,4852.29
BTC-7MAR25-91000-C,call,91000.0,2025-03-07,382.7025,331.6755,374.19800000000004,48.27,50.1,0.14038,4e-05,-103.91339,23.55879,472.7,64.9,23984.33
BTC-7MAR25-91000-P,put,91000.0,2025-03-07,6335.8525,6208.285,6590.9875,39.56,56.7,-0.85962,4e-05,-103.91339,23.55879,177.0,0.2,1198.71
BTC-7MAR25-92000-C,call,92000.0,2025-03-07,263.6395,238.126,263.6395,48.8,50.14,0.10514,3e-05,-84.96538,19.2291,276.8,87.8,30784.65
BTC-7MAR25-92000-P,put,92000.0,2025-03-07,7569.004999999999,7143.780000000001,7569.004999999999,39.3,61.43,-0.89488,3e-05,-84.95493,19.2267,185.9,1.2,8912.09
BTC-7MAR25-93000-C,call,93000.0,2025-03-07,212.6125,178.59449999999998,212.6125,49.93,52.07,0.08147,3e-05,-71.90095,15.92454,192.9,14.4,3779.75
