symbol,option_type,strike_price,expiration_date,last_price_usd,bid_price_usd,ask_price_usd,bid_iv,ask_iv,delta,gamma,theta,vega,open_interest,total traded volume,monetary volume
BTC-25APR25-74000-C,call,74000.0,2025-04-25,0.0,10758.192500000001,17434.225,0.8,87.09,0.79753,2e-05,-44.74102,93.62211,0.0,0.0,0.0
BTC-25APR25-74000-P,put,74000.0,2025-04-25,2126.125,2083.6025,2211.17,51.47,52.84,-0.20247,2e-05,-44.74102,93.62211,42.8,3.6,7801.27
BTC-25APR25-75000-C,call,75000.0,2025-04-25,12884.3175,9992.787499999999,16711.342500000002,0.8,85.9,0.77952,2e-05,-46.71301,98.41777,1.2,0.2,2558.89
BTC-25APR25-75000-P,put,75000.0,2025-04-25,2423.7825000000003,2338.7375,2423.7825000000003,51.34,52.21,-0.22048,2e-05,-46.71301,98.41777,1069.5,86.8,234674.59
BTC-25APR25-76000-C,call,76000.0,2025-04-25,8972.2475,12118.912499999999,12671.705,49.13,54.53,0.76057,2e-05,-48.57869,103.06821,8.0,0.0,0.0
BTC-25APR25-76000-P,put,76000.0,2025-04-25,2593.8725,2593.8725,2678.9175,50.99,51.83,-0.23943,2e-05,-48.57869,103.06821,291.2,211.5,611921.17
BTC-25APR25-78000-C,call,78000.0,2025-04-25,10545.58,7866.662499999999,14670.262499999999,16.05,83.0,0.71977,2e-05,-52.09583,111.79544,0.6,0.0,0.0
BTC-25APR25-78000-P,put,78000.0,2025-04-25,3359.2775,3189.1875,3274.2325,50.52,51.29,-0.28023,2e-05,-52.09583,111.79544,120.0,19.3,68178.38
BTC-25APR25-80000-C,call,80000.0,2025-04-25,9227.3825,9397.4725,10035.31,48.16,53.55,0.67579,2e-05,-55.13179,119.36339,146.8,0.1,911.29
BTC-25APR25-80000-P,put,80000.0,2025-04-25,3954.5924999999997,3869.5474999999997,3997.1150000000002,50.04,51.11,-0.32415,2e-05,-55.12966,119.35837,884.3,44.8,181797.56
BTC-25APR25-82000-C,call,82000.0,2025-04-25,8036.7525000000005,8334.41,8589.545,48.93,50.99,0.62951,2e-05,-57.55335,125.40146,66.8,20.5,163879.17
BTC-25APR25-82000-P,put,82000.0,2025-04-25,4762.52,4677.475,4762.52,49.83,50.51,-0.37049,2e-05,-57.55335,125.40146,162.2,27.6,136789.72
BTC-25APR25-84000-C,call,84000.0,2025-04-25,7441.437499999999,7356.392499999999,7483.959999999999,49.53,50.52,0.58177,2e-05,-59.30233,129.65115,134.7,1.8,13269.84
BTC-25APR25-84000-P,put,84000.0,2025-04-25,5655.4925,5570.4475,5698.015,49.53,50.52,-0.41823,2e-05,-59.30233,129.65115,106.6,21.2,127500.14
BTC-25APR25-85000-C,call,85000.0,2025-04-25,6888.645,6846.1225,6973.6900000000005,49.37,50.35,0.55774,2e-05,-59.93609,131.05372,168.6,106.7,726123.9
BTC-25APR25-85000-P,put,85000.0,2025-04-25,6080.7175,6080.7175,6165.7625,49.58,50.24,-0.44233,2e-05,-59.93532,131.05266,653.9,250.1,1565760.74
BTC-25APR25-86000-C,call,86000.0,2025-04-25,6378.375,6420.8975,6505.9425,49.69,50.34,0.53371,2e-05,-60.36241,131.96579,155.6,9.7,61014.44
BTC-25APR25-86000-P,put,86000.0,2025-04-25,6846.1225,6590.9875,6718.555,49.46,50.44,-0.46629,2e-05,-60.36241,131.96579,284.3,2.2,14084.69
BTC-25APR25-88000-C,call,88000.0,2025-04-25,5570.4475,5570.4475,5655.4925,49.75,50.4,0.48631,2e-05,-60.52376,132.361,100.9,39.7,224597.16
BTC-25APR25-88000-P,put,88000.0,2025-04-25,7483.959999999999,7696.572499999999,7866.662499999999,49.33,50.62,-0.51369,2e-05,-60.52376,132.361,101.9,0.6,4650.33
BTC-25APR25-90000-C,call,90000.0,2025-04-25,5060.1775,4805.0425000000005,4890.087500000001,49.77,50.42,0.44056,2e-05,-60.05964,130.96618,581.9,46.5,220995.56
BTC-25APR25-90000-P,put,90000.0,2025-04-25,9057.2925,8929.725,9099.815,49.46,50.77,-0.55944,2e-05,-60.05964,130.96618,236.8,24.7,227679.14
BTC-25APR25-92000-C,call,92000.0,2025-04-25,4167.205,4124.6825,4252.25,49.78,50.79,0.39692,2e-05,-58.89624,127.99273,1042.5,21.3,85537.09
BTC-25APR25-92000-P,put,92000.0,2025-04-25,9482.5175,9865.220000000001,10588.102499999999,46.56,52.27,-0.60309,2e-05,-58.89574,127.99164,222.0,1.0,9575.36
BTC-25APR25-94000-C,call,94000.0,2025-04-25,3444.3225,3571.8900000000003,3699.4574999999995,50.18,51.22,0.35616,2e-05,-57.25249,123.73343,137.0,119.4,429594.87
BTC-25APR25-94000-P,put,94000.0,2025-04-25,16243.595000000001,11310.985,11991.345,46.97,52.54,-0.64384,2e-05,-57.25249,123.73343,81.7,0.0,0.0
BTC-25APR25-95000-C,call,95000.0,2025-04-25,3316.755,3316.755,3444.3225,50.34,51.4,0.33693,2e-05,-56.2664,121.21394,90.2,64.2,195325.45
BTC-25APR25-95000-P,put,95000.0,2025-04-25,0.0,8802.1575,17264.135000000002,0.8,88.45,-0.66307,2e-05,-56.2664,121.21394,0.0,0.0,0.0
BTC-25APR25-96000-C,call,96000.0,2025-04-25,3061.62,3104.1425,3189.1875,50.71,51.43,0.31842,2e-05,-55.16606,118.47182,937.3,187.5,607132.85
BTC-25APR25-96000-P,put,96000.0,2025-04-25,13496.641500000002,12799.2725,13479.6325,47.11,52.94,-0.68158,2e-05,-55.16606,118.47182,539.7,60.0,770567.75
BTC-25APR25-98000-C,call,98000.0,2025-04-25,2687.4220000000005,2678.9175,2763.9625,51.07,51.84,0.28419,2e-05,-52.85047,112.55109,385.6,42.1,112802.21
BTC-25APR25-98000-P,put,98000.0,2025-04-25,20240.71,14330.0825,15052.964999999998,47.01,53.55,-0.71581,2e-05,-52.85047,112.55109,615.5,0.0,0.0
BTC-25APR25-100000-C,call,100000.0,2025-04-25,2338.7375,2296.215,2381.26,51.31,52.12,0.25328,2e-05,-50.33736,106.21997,1220.9,61.1,133734.82
BTC-25APR25-100000-P,put,100000.0,2025-04-25,17391.7025,15945.9375,16711.342500000002,47.11,54.47,-0.74672,2e-05,-50.33736,106.21997,310.4,0.0,0.0
BTC-25APR25-102000-C,call,102000.0,2025-04-25,2041.0800000000002,1998.5575000000001,2083.6025,51.89,52.75,0.22561,2e-05,-47.73196,99.71428,753.6,19.0,37185.27
BTC-25APR25-102000-P,put,102000.0,2025-04-25,25641.067499999997,17646.837499999998,18369.72,47.53,54.97,-0.77442,2e-05,-47.7274,99.70473,42.9,0.0,0.0
BTC-25APR25-104000-C,call,104000.0,2025-04-25,1743.4225000000001,1743.4225000000001,1828.4674999999997,52.49,53.41,0.20088,2e-05,-45.07399,93.18294,307.3,5.8,9951.71
BTC-25APR25-104000-P,put,104000.0,2025-04-25,15818.369999999999,19390.260000000002,20113.142499999998,47.96,55.93,-0.79912,2e-05,-45.07399,93.18294,71.7,0.0,0.0
BTC-25APR25-105000-C,call,105000.0,2025-04-25,1573.3325,1615.855,1700.9,52.63,53.59,0.19034,2e-05,-43.96976,90.18214,35.3,14.8,23964.51
BTC-25APR25-105000-P,put,105000.0,2025-04-25,0.0,16626.2975,25811.157499999998,0.8,99.08,-0.80966,2e-05,-43.96976,90.18214,0.0,0.0,0.0
BTC-25APR25-106000-C,call,106000.0,2025-04-25,1658.3775,1530.81,1615.855,53.17,54.16,0.1794,1e-05,-42.56938,86.92527,1113.0,3.5,5490.74
BTC-25APR25-106000-P,put,106000.0,2025-04-25,21346.295000000002,21176.204999999998,21856.565000000002,48.48,56.55,-0.8206,1e-05,-42.56938,86.92527,38.3,32.0,685069.27
BTC-25APR25-108000-C,call,108000.0,2025-04-25,1318.1975,1318.1975,1403.2425,53.49,54.55,0.16098,1e-05,-40.28983,81.09312,859.5,7.3,9693.74
BTC-25APR25-108000-P,put,108000.0,2025-04-25,28957.822500000002,22962.15,23642.510000000002,48.57,57.32,-0.83902,1e-05,-40.28983,81.09312,10.8,0.0,0.0
BTC-25APR25-110000-C,call,110000.0,2025-04-25,1318.1975,1148.1075,1275.675,53.98,55.7,0.14393,1e-05,-37.84423,75.28634,1134.9,8.0,9776.43
BTC-25APR25-110000-P,put,110000.0,2025-04-25,24365.392499999998,24790.617499999997,25470.977499999997,48.83,58.3,-0.85607,1e-05,-37.84423,75.28634,109.6,0.8,20057.39
BTC-25APR25-112000-C,call,112000.0,2025-04-25,1020.5400000000001,1063.0625,1105.585,55.38,56.0,0.12968,1e-05,-35.75691,70.10571,98.5,3.4,3576.95
BTC-25APR25-112000-P,put,112000.0,2025-04-25,16838.91,22792.06,32274.5775,0.8,107.5,-0.87032,1e-05,-35.75691,70.10571,1.9,0.0,0.0
BTC-25APR25-114000-C,call,114000.0,2025-04-25,850.45,935.4949999999999,1020.5400000000001,55.94,57.25,0.11658,1e-05,-33.60084,65.06482,83.1,0.0,0.0
BTC-25APR25-114000-P,put,114000.0,2025-04-25,18624.855,0.0,34188.090000000004,0.8,110.14,-0.88344,1e-05,-33.59654,65.05649,1.2,0.0,0.0
BTC-25APR25-115000-C,call,115000.0,2025-04-25,978.0174999999999,892.9725000000001,935.4949999999999,56.45,57.14,0.11088,1e-05,-32.65443,62.78001,312.6,6.2,5829.65
BTC-25APR25-115000-P,put,115000.0,2025-04-25,18412.2425,0.0,35166.1075,0.8,111.6,-0.88914,1e-05,-32.65019,62.77186,0.5,0.0,0.0
BTC-25APR25-116000-C,call,116000.0,2025-04-25,850.45,807.9275,892.9725000000001,56.2,57.63,0.10466,1e-05,-31.44701,60.22252,103.7,7.3,6532.66
BTC-25APR25-116000-P,put,116000.0,2025-04-25,17561.7925,0.0,36101.6025,0.8,112.69,-0.89534,1e-05,-31.44701,60.22252,0.2,0.0,0.0
BTC-25APR25-118000-C,call,118000.0,2025-04-25,807.9275,722.8825,807.9275,56.93,58.47,0.09428,1e-05,-29.47571,55.7951,185.2,0.5,401.93
BTC-25APR25-120000-C,call,120000.0,2025-04-25,680.36,680.36,722.8825,58.28,59.1,0.0864,1e-05,-28.09226,52.29315,2373.3,0.5,330.82
BTC-25APR25-122000-C,call,122000.0,2025-04-25,552.7925,595.315,680.36,58.62,60.38,0.07844,1e-05,-26.4454,48.62404,122.9,0.0,0.0
BTC-25APR25-125000-C,call,125000.0,2025-04-25,637.8375,510.27000000000004,595.315,59.66,61.62,0.06835,1e-05,-24.25748,43.7608,1000.1,8.7,5270.22
BTC-25APR25-130000-C,call,130000.0,2025-04-25,425.225,425.225,510.27000000000004,62.08,64.33,0.05672,1e-05,-21.80937,37.83675,611.4,0.2,83.09
BTC-25APR25-130000-P,put,130000.0,2025-04-25,45541.597499999996,43968.265,44648.625,52.34,71.44,-0.94328,1e-05,-21.80937,37.83675,13.7,0.0,0.0
BTC-25APR25-135000-C,call,135000.0,2025-04-25,357.18899999999996,365.69350000000003,391.207,64.6,65.39,0.04624,0.0,-19.07073,32.16319,285.7,7.0,2551.09
BTC-25APR25-140000-C,call,140000.0,2025-04-25,314.66650000000004,306.162,331.6755,66.55,67.47,0.03889,0.0,-17.10469,27.96287,1405.1,9.5,3189.94
BTC-25APR25-150000-C,call,150000.0,2025-04-25,272.144,229.62150000000003,255.13500000000002,70.62,71.78,0.02892,0.0,-14.23139,21.9131,246.4,1.6,385.33
BTC-25APR25-160000-C,call,160000.0,2025-04-25,187.09900000000002,178.59449999999998,204.10799999999998,74.37,75.81,0.0224,0.0,-12.12076,17.69369,216.6,4.5,835.73
BTC-25APR25-170000-C,call,170000.0,2025-04-25,187.09900000000002,153.081,170.09,78.57,79.7,0.01802,0.0,-10.57689,14.70842,118.7,10.6,1957.99
BTC-25APR25-175000-C,call,175000.0,2025-04-25,136.072,136.072,161.5855,80.06,81.89,0.01653,0.0,-10.07235,13.66724,554.4,0.0,0.0
BTC-25APR25-180000-C,call,180000.0,2025-04-25,136.072,119.063,136.072,81.28,82.67,0.01474,0.0,-9.28904,12.38279,139.1,2.8,360.58
BTC-25APR25-200000-C,call,200000.0,2025-04-25,102.05399999999999,93.54950000000001,119.063,88.21,90.77,0.01115,0.0,-7.91961,9.72548,235.7,12.7,1280.65
BTC-30MAY25-30000-C,call,30000.0,2025-05-30,0.0,55449.340000000004,55789.520000000004,0.8,110.09,0.99363,0.0,-4.05567,7.68385,0.0,0.0,0.0
BTC-30MAY25-30000-P,put,30000.0,2025-05-30,93.54950000000001,76.5405,102.05399999999999,91.92,95.47,-0.00637,0.0,-4.05567,7.68385,0.7,0.4,37.7
BTC-30MAY25-40000-C,call,40000.0,2025-05-30,44265.92249999999,45711.6875,46094.39000000001,60.35,89.05,0.98489,0.0,-7.17837,16.32391,3.0,0.0,0.0
BTC-30MAY25-40000-P,put,40000.0,2025-05-30,221.117,170.09,238.126,76.62,80.87,-0.01511,0.0,-7.17837,16.32391,18.1,6.6,1323.19
BTC-30MAY25-50000-C,call,50000.0,2025-05-30,0.0,36101.6025,36526.8275,60.39,73.54,0.96475,0.0,-12.48797,33.28905,0.0,0.0,0.0
BTC-30MAY25-50000-P,put,50000.0,2025-05-30,425.225,425.225,467.74749999999995,66.53,67.83,-0.03525,0.0,-12.48797,33.28905,47.8,6.4,2550.19
BTC-30MAY25-60000-C,call,60000.0,2025-05-30,26746.6525,26746.6525,27384.49,53.85,63.94,0.91964,1e-05,-20.87224,63.89405,232.0,92.0,2451023.98
BTC-30MAY25-60000-P,put,60000.0,2025-05-30,1020.5400000000001,935.4949999999999,1063.0625,57.25,59.3,-0.08036,1e-05,-20.87224,63.89405,43.3,21.3,19692.38
BTC-30MAY25-65000-C,call,65000.0,2025-05-30,18454.765,19772.9625,26108.815,0.8,89.02,0.87968,1e-05,-26.57913,85.84494,0.1,0.0,0.0
BTC-30MAY25-65000-P,put,65000.0,2025-05-30,1573.3325,1488.2875000000001,1615.855,54.56,56.07,-0.12029,1e-05,-26.57551,85.83383,35.2,15.9,25546.18
BTC-30MAY25-70000-C,call,70000.0,2025-05-30,18471.774,18369.72,19050.08,51.21,57.38,0.82344,1e-05,-33.1066,111.04189,50.1,72.0,1321488.38
BTC-30MAY25-70000-P,put,70000.0,2025-05-30,2551.35,2381.26,2466.3050000000003,52.9,53.68,-0.17656,1e-05,-33.1066,111.04189,47.8,10.5,26413.22
BTC-30MAY25-72000-C,call,72000.0,2025-05-30,0.0,13904.8575,20963.5925,0.8,82.63,0.7962,1e-05,-35.77869,121.27953,0.0,0.0,0.0
BTC-30MAY25-72000-P,put,72000.0,2025-05-30,2976.5750000000003,2849.0075,2934.0525000000002,52.4,53.12,-0.2038,1e-05,-35.77869,121.27953,7.3,5.4,15883.77
BTC-30MAY25-74000-C,call,74000.0,2025-05-30,0.0,12416.57,19645.395,19.7,81.42,0.76662,1e-05,-38.33987,131.12903,0.0,0.0,0.0
BTC-30MAY25-74000-P,put,74000.0,2025-05-30,3444.3225,3401.8,3486.8450000000003,52.09,52.75,-0.23338,1e-05,-38.33987,131.12903,29.0,6.7,24418.41
BTC-30MAY25-75000-C,call,75000.0,2025-05-30,12246.48,11693.687500000002,19007.5575,22.74,80.85,0.75102,1e-05,-39.56736,135.82759,0.1,0.0,0.0
BTC-30MAY25-75000-P,put,75000.0,2025-05-30,3784.5024999999996,3656.9349999999995,3784.5024999999996,51.59,52.54,-0.24898,1e-05,-39.56736,135.82759,22.6,3.0,11783.91
BTC-30MAY25-76000-C,call,76000.0,2025-05-30,11566.12,12969.3625,17306.657499999998,41.94,72.96,0.73485,1e-05,-40.76196,140.34323,1.9,0.0,0.0
BTC-30MAY25-76000-P,put,76000.0,2025-05-30,3912.0699999999997,3997.1150000000002,4124.6825,51.6,52.52,-0.26513,1e-05,-40.7612,140.34063,20.0,16.2,70639.96
BTC-30MAY25-78000-C,call,78000.0,2025-05-30,10162.877499999999,12841.795,13224.4975,50.31,52.92,0.70137,2e-05,-42.94413,148.62668,8.4,0.0,0.0
BTC-30MAY25-78000-P,put,78000.0,2025-05-30,4847.5650000000005,4677.475,4805.0425000000005,51.23,52.11,-0.29863,2e-05,-42.94413,148.62668,59.1,5.7,28823.55
BTC-30MAY25-80000-C,call,80000.0,2025-05-30,12161.435,11693.687500000002,12033.867499999998,50.43,52.64,0.66654,2e-05,-44.87163,155.77792,61.9,11.8,134969.64
BTC-30MAY25-80000-P,put,80000.0,2025-05-30,5527.925,5485.4025,5612.97,51.25,52.08,-0.33346,2e-05,-44.87163,155.77792,79.2,18.1,107209.97
BTC-30MAY25-82000-C,call,82000.0,2025-05-30,10588.102499999999,10673.147500000001,10928.282500000001,50.86,52.46,0.63084,2e-05,-46.4489,161.61884,9.2,6.1,63870.19
BTC-30MAY25-82000-P,put,82000.0,2025-05-30,6846.1225,6335.8525,6505.9425,51.04,52.11,-0.36916,2e-05,-46.4489,161.61884,12.8,5.3,36051.97
BTC-30MAY25-84000-C,call,84000.0,2025-05-30,9627.094,9695.130000000001,9865.220000000001,51.06,52.11,0.59472,2e-05,-47.69211,166.05456,21.1,20.0,191628.63
BTC-30MAY25-84000-P,put,84000.0,2025-05-30,7611.527499999999,7271.347500000001,7441.437499999999,50.91,51.95,-0.40528,2e-05,-47.69211,166.05456,7.0,4.4,34359.66
BTC-30MAY25-86000-C,call,86000.0,2025-05-30,9567.5625,8759.635,8929.725,51.07,52.09,0.55866,2e-05,-48.5927,169.04303,56.9,10.7,98167.51
BTC-30MAY25-86000-P,put,86000.0,2025-05-30,8589.545,8249.365,8504.5,50.59,52.13,-0.44134,2e-05,-48.59279,169.04302,6.0,0.8,7050.15
BTC-30MAY25-88000-C,call,88000.0,2025-05-30,8164.320000000001,7909.1849999999995,8079.275000000001,51.16,52.17,0.52306,2e-05,-49.11132,170.60827,33.3,25.4,197138.7
BTC-30MAY25-88000-P,put,88000.0,2025-05-30,10120.355,9397.4725,9695.130000000001,50.87,52.64,-0.47694,2e-05,-49.11132,170.60827,4.9,0.2,2005.7
BTC-30MAY25-90000-C,call,90000.0,2025-05-30,7058.735000000001,7143.780000000001,7271.347500000001,51.34,52.1,0.48822,2e-05,-49.25534,170.81943,593.6,11.8,85329.65
BTC-30MAY25-90000-P,put,90000.0,2025-05-30,11140.895,10588.102499999999,10885.76,50.98,52.75,-0.51178,2e-05,-49.25534,170.81943,1.5,0.7,7860.52
BTC-30MAY25-92000-C,call,92000.0,2025-05-30,6420.8975,6420.8975,6590.9875,51.38,52.4,0.45452,2e-05,-49.09969,169.78249,19.5,5.8,36793.65
BTC-30MAY25-92000-P,put,92000.0,2025-05-30,0.0,11863.777500000002,12161.435,51.2,52.99,-0.54548,2e-05,-49.09969,169.78249,0.0,0.0,0.0
BTC-30MAY25-94000-C,call,94000.0,2025-05-30,5783.06,5783.06,5953.150000000001,51.56,52.59,0.42223,2e-05,-48.66433,167.6364,40.6,2.2,12556.39
BTC-30MAY25-94000-P,put,94000.0,2025-05-30,13130.948,12841.795,13649.7225,49.24,54.14,-0.57777,2e-05,-48.66433,167.6364,40.0,40.0,525537.27
BTC-30MAY25-95000-C,call,95000.0,2025-05-30,5527.925,5485.4025,5655.4925,51.65,52.69,0.40662,2e-05,-48.33931,166.19072,53.2,2.0,10785.74
BTC-30MAY25-95000-P,put,95000.0,2025-05-30,0.0,10035.31,19305.215,26.45,84.03,-0.59338,2e-05,-48.33931,166.19072,0.0,0.0,0.0
BTC-30MAY25-96000-C,call,96000.0,2025-05-30,4890.087500000001,5230.2675,5357.835,51.91,52.7,0.39142,2e-05,-47.95818,164.52486,21.7,2.1,10431.96
BTC-30MAY25-96000-P,put,96000.0,2025-05-30,0.0,10673.147500000001,20070.62,25.31,84.64,-0.60858,2e-05,-47.95818,164.52486,0.0,0.0,0.0
BTC-30MAY25-98000-C,call,98000.0,2025-05-30,4864.5740000000005,4719.9975,4847.5650000000005,52.2,53.0,0.36241,2e-05,-47.06719,160.62731,192.4,170.7,830094.67
BTC-30MAY25-98000-P,put,98000.0,2025-05-30,0.0,12033.867499999998,21601.43,22.51,85.72,-0.63759,2e-05,-47.06719,160.62731,0.0,0.0,0.0
BTC-30MAY25-100000-C,call,100000.0,2025-05-30,4422.34,4252.25,4379.8175,52.44,53.27,0.33504,2e-05,-45.9694,156.06794,501.1,24.7,101889.68
BTC-30MAY25-100000-P,put,100000.0,2025-05-30,15945.9375,13437.11,23217.285000000003,15.99,87.12,-0.66496,2e-05,-45.9694,156.06794,0.5,0.0,0.0
BTC-30MAY25-105000-C,call,105000.0,2025-05-30,3316.755,3316.755,3444.3225,53.37,54.27,0.27486,1e-05,-42.78731,142.89735,20.9,2.2,6899.55
BTC-30MAY25-105000-P,put,105000.0,2025-05-30,0.0,17221.612500000003,27341.967500000002,0.8,90.4,-0.72514,1e-05,-42.78756,142.89818,0.0,0.0,0.0
BTC-30MAY25-110000-C,call,110000.0,2025-05-30,2678.9175,2636.395,2721.44,54.6,55.27,0.2257,1e-05,-39.28931,128.69989,147.8,4.6,11488.59
BTC-30MAY25-110000-P,put,110000.0,2025-05-30,0.0,21303.7725,31679.2625,0.8,94.1,-0.77427,1e-05,-39.2927,128.7105,0.0,0.0,0.0
BTC-30MAY25-115000-C,call,115000.0,2025-05-30,1913.5124999999998,2083.6025,2211.17,55.56,56.68,0.18651,1e-05,-35.8687,114.92508,24.5,1.0,1890.83
BTC-30MAY25-115000-P,put,115000.0,2025-05-30,0.0,25598.545,36186.6475,0.8,98.12,-0.81349,1e-05,-35.8687,114.92508,0.0,0.0,0.0
BTC-30MAY25-120000-C,call,120000.0,2025-05-30,1785.9450000000002,1700.9,1785.9450000000002,56.94,57.78,0.1545,1e-05,-32.45158,101.85899,13.7,2.2,3766.72
BTC-30MAY25-120000-P,put,120000.0,2025-05-30,0.0,0.0,40779.0775,0.8,102.09,-0.8455,1e-05,-32.45158,101.85899,0.0,0.0,0.0
BTC-30MAY25-130000-C,call,130000.0,2025-05-30,1233.1525000000001,1148.1075,1275.675,59.36,60.95,0.11018,1e-05,-26.95519,80.64296,11.3,5.7,5977.29
BTC-30MAY25-140000-C,call,140000.0,2025-05-30,892.9725000000001,850.45,935.4949999999999,62.43,63.76,0.08279,1e-05,-22.98796,65.35267,33.6,30.7,27725.19
BTC-30MAY25-150000-C,call,150000.0,2025-05-30,722.8825,680.36,722.8825,65.86,66.65,0.06414,0.0,-19.79543,53.75467,58.7,34.7,23973.33
BTC-27JUN25-20000-C,call,20000.0,2025-06-27,67950.955,65442.127499999995,65612.2175,0.8,118.08,0.99694,0.0,-2.06906,4.59053,48.0,0.0,0.0
BTC-27JUN25-20000-P,put,20000.0,2025-06-27,34.018,42.5225,85.045,102.52,111.47,-0.00305,0.0,-2.06904,4.5905,195.7,0.0,0.0
BTC-27JUN25-30000-C,call,30000.0,2025-06-27,58851.13999999999,55746.9975,55917.087499999994,76.0,93.55,0.99172,0.0,-4.13633,11.15648,25.9,0.0,0.0
BTC-27JUN25-30000-P,put,30000.0,2025-06-27,178.59449999999998,110.5585,153.081,84.7,88.7,-0.00828,0.0,-4.13633,11.15648,281.2,0.0,0.0
BTC-27JUN25-40000-C,call,40000.0,2025-06-27,47412.5875,46094.39000000001,46307.002499999995,67.72,77.5,0.98036,0.0,-7.38831,23.53639,41.0,0.0,0.0
BTC-27JUN25-40000-P,put,40000.0,2025-06-27,289.15299999999996,280.6485,323.171,73.1,74.93,-0.01964,0.0,-7.38831,23.53639,361.5,5.8,1672.04
BTC-27JUN25-45000-C,call,45000.0,2025-06-27,48518.1725,41331.869999999995,41544.4825,64.03,70.89,0.97049,0.0,-9.6432,33.12615,14.2,0.0,0.0
BTC-27JUN25-45000-P,put,45000.0,2025-06-27,467.74749999999995,416.72049999999996,467.74749999999995,67.91,69.47,-0.02949,0.0,-9.64031,33.11615,722.2,2.0,846.99
BTC-27JUN25-50000-C,call,50000.0,2025-06-27,43883.22,36611.8725,36867.0075,59.86,65.77,0.95631,0.0,-12.38249,45.68856,31.8,0.0,0.0
BTC-27JUN25-50000-P,put,50000.0,2025-06-27,595.315,595.315,680.36,62.9,64.8,-0.04369,0.0,-12.38249,45.68856,974.2,4.6,2817.05
BTC-27JUN25-55000-C,call,55000.0,2025-06-27,38185.205,32019.4425,32317.100000000002,57.01,61.96,0.93544,0.0,-15.84162,62.26406,31.0,0.0,0.0
BTC-27JUN25-55000-P,put,55000.0,2025-06-27,935.4949999999999,892.9725000000001,978.0174999999999,59.16,60.55,-0.06456,0.0,-15.84162,62.26406,1545.9,11.2,10854.56
BTC-27JUN25-60000-C,call,60000.0,2025-06-27,25088.274999999998,27597.1025,27979.805,54.74,59.41,0.90455,1e-05,-20.28799,83.72152,290.1,0.0,0.0
BTC-27JUN25-60000-P,put,60000.0,2025-06-27,1445.765,1360.72,1445.765,56.3,57.34,-0.09545,1e-05,-20.28799,83.72152,400.9,13.8,19604.77
BTC-27JUN25-65000-C,call,65000.0,2025-06-27,20921.07,23429.897500000003,23812.600000000002,53.13,56.73,0.86249,1e-05,-25.24894,108.53593,113.7,0.0,0.0
BTC-27JUN25-65000-P,put,65000.0,2025-06-27,2168.6475,2083.6025,2168.6475,54.29,55.09,-0.13751,1e-05,-25.24894,108.53593,833.2,11.8,25736.97
BTC-27JUN25-70000-C,call,70000.0,2025-06-27,17476.747499999998,19602.8725,19985.574999999997,52.08,54.97,0.8071,1e-05,-30.65665,135.20181,529.6,0.0,0.0
BTC-27JUN25-70000-P,put,70000.0,2025-06-27,3274.2325,3146.665,3231.71,53.0,53.64,-0.19288,1e-05,-30.65503,135.19465,1139.7,15.2,49733.3
BTC-27JUN25-75000-C,call,75000.0,2025-06-27,14670.262499999999,16201.0725,16498.73,51.57,53.48,0.74018,1e-05,-35.82283,160.05628,405.7,0.0,0.0
BTC-27JUN25-75000-P,put,75000.0,2025-06-27,4677.475,4592.43,4762.52,52.07,53.16,-0.25982,1e-05,-35.82283,160.05628,893.8,16.1,76469.29
BTC-27JUN25-80000-C,call,80000.0,2025-06-27,13011.885,13309.5425,13522.155,51.74,52.95,0.666,1e-05,-39.94051,179.62314,194.5,10.6,136815.29
BTC-27JUN25-80000-P,put,80000.0,2025-06-27,6633.51,6548.465,6676.0325,51.93,52.66,-0.33405,1e-05,-39.94114,179.62603,1014.7,6.6,44411.63
BTC-27JUN25-85000-C,call,85000.0,2025-06-27,11183.417500000001,10843.237500000001,11013.327500000001,51.97,52.88,0.58896,2e-05,-42.81335,192.00383,518.4,34.0,396402.59
BTC-27JUN25-85000-P,put,85000.0,2025-06-27,8887.2025,8887.2025,9099.815,51.69,52.82,-0.41104,2e-05,-42.81335,192.00383,1087.3,346.6,3259146.57
BTC-27JUN25-90000-C,call,90000.0,2025-06-27,9525.04,8802.1575,8972.2475,52.37,53.25,0.51388,2e-05,-44.16932,196.80737,1290.8,18.9,165642.83
BTC-27JUN25-90000-P,put,90000.0,2025-06-27,11693.687500000002,11736.210000000001,11991.345,52.09,53.42,-0.48617,2e-05,-44.16797,196.80137,608.4,18.3,224814.08
BTC-27JUN25-95000-C,call,95000.0,2025-06-27,7356.392499999999,7143.780000000001,7271.347500000001,52.94,53.61,0.44362,2e-05,-44.13599,194.95002,815.2,127.6,885247.18
BTC-27JUN25-95000-P,put,95000.0,2025-06-27,19645.395,14585.2175,15435.6675,50.63,55.1,-0.55638,2e-05,-44.13599,194.95002,687.1,0.0,0.0
BTC-27JUN25-100000-C,call,100000.0,2025-06-27,5825.5825,5783.06,5910.6275000000005,53.46,54.15,0.38041,1e-05,-43.05231,188.00373,1963.9,242.9,1380724.6
BTC-27JUN25-100000-P,put,100000.0,2025-06-27,25513.5,18072.0625,19050.08,50.83,56.16,-0.61958,1e-05,-43.05325,188.00761,350.8,0.0,0.0
